Date,T.Max,T.Min,Rain,Evap,Radn,VP,RHmaxT,RHminT,Tav,Rhav
14/12/1994 00:00,22.4,8.5,0,8.1,31.7,11.6,42.8,100,15.45,71.4
15/12/1994 00:00,25.2,8.9,0,7.4,32.3,11.1,34.6,97.4,17.05,66
16/12/1994 00:00,23.4,11.2,0,7.9,26.8,16.5,57.4,100,17.30,78.7
17/12/1994 00:00,30.1,9.2,0,8.5,29.2,14.4,33.7,100,19.65,66.85
18/12/1994 00:00,38,12.9,0,10.1,31.9,10.2,15.4,68.6,25.45,42
19/12/1994 00:00,31.1,21.1,0,5.5,15.1,16.8,37.2,67.2,26.10,52.2
20/12/1994 00:00,30.7,19.3,0,4.1,7.9,22.2,50.3,99.2,25.00,74.75
21/12/1994 00:00,24.3,17.9,2.6,4.6,14.3,20.5,67.5,100,21.10,83.75
22/12/1994 00:00,20.7,13.3,4.8,5.5,15.8,12.9,52.9,84.5,17.00,68.7
23/12/1994 00:00,20.1,12.5,0,7.2,24.4,12.9,54.9,89.1,16.30,72
24/12/1994 00:00,20.7,13.6,0,7.2,23.8,13.8,56.5,88.7,17.15,72.6
25/12/1994 00:00,20.7,9.6,0,6.6,29.3,11.4,46.7,95.4,15.15,71.05
26/12/1994 00:00,26.8,8,0,6.7,31.1,14.3,40.6,100,17.40,70.3
27/12/1994 00:00,29.7,11.9,0,7.9,29.3,16.6,39.8,100,20.80,69.9
28/12/1994 00:00,22.3,16.8,0,9.6,27.1,18.6,69.1,97.3,19.55,83.2
29/12/1994 00:00,21.1,12.8,0,6.2,29.4,12.2,48.8,82.6,16.95,65.7
30/12/1994 00:00,22.5,13.6,0,7.2,26.4,14.1,51.8,90.6,18.05,71.2
31/12/1994 00:00,29.3,13.2,0,7.8,26.5,15.3,37.5,100,21.25,68.75
01/01/1995 00:00,22.3,13.7,0,7.6,21.3,12.9,47.9,82.3,18.00,65.1
02/01/1995 00:00,24.3,8.1,0,7.6,32.1,8.4,27.7,77.8,16.20,52.75
03/01/1995 00:00,30.2,11.8,0,7.1,30.7,14.2,33.1,100,21.00,66.55
04/01/1995 00:00,28.6,15.6,0,7.7,27,19.4,49.6,100,22.10,74.8
05/01/1995 00:00,32.8,15.9,0.8,6.8,26.9,19.9,40,100,24.35,70
06/01/1995 00:00,20.2,15,0,6.3,17.5,16.2,68.5,95.1,17.60,81.8
07/01/1995 00:00,20.9,12,0,7.2,29.5,10.2,41.3,72.8,16.45,57.05
08/01/1995 00:00,23.3,7.2,0,6.8,24.1,10.2,35.7,100,15.25,67.85
09/01/1995 00:00,30.7,9.2,0,7.3,22.7,13.1,29.7,100,19.95,64.85
10/01/1995 00:00,37.3,17.7,0,9.1,22.3,11.6,18.2,57.3,27.50,37.75
11/01/1995 00:00,30.1,16.9,0,8.7,30.1,15.5,36.3,80.5,23.50,58.4
12/01/1995 00:00,28.4,13.5,0,8.3,30.4,16.8,43.4,100,20.95,71.7
13/01/1995 00:00,37.7,16.8,0,10.5,21.5,14,21.5,73.2,27.25,47.35
14/01/1995 00:00,24.8,17,5,3.1,8.9,19.9,63.6,100,20.90,81.8
15/01/1995 00:00,23.4,16.3,1.6,4,13.6,19.5,67.8,100,19.85,83.9
16/01/1995 00:00,25.7,14.8,0,6.1,28.1,16.3,49.4,96.9,20.25,73.15
17/01/1995 00:00,23.5,12.7,0,8.4,29.4,14.4,49.8,98.1,18.10,73.95
18/01/1995 00:00,27.7,15,0,7.1,26.2,17.7,47.7,100,21.35,73.85
19/01/1995 00:00,32.5,16.6,0,8.3,28.9,19.8,40.5,100,24.55,70.25
20/01/1995 00:00,22.4,16.8,0,7.8,16.1,18.1,66.8,94.7,19.60,80.75
21/01/1995 00:00,19.9,12.9,0,7.2,26,10.6,45.6,71.3,16.40,58.45
22/01/1995 00:00,24.2,7,0,7.4,31,9.8,32.5,97.9,15.60,65.2
23/01/1995 00:00,31.9,10.3,0,7.4,24.8,12.9,27.3,100,21.10,63.65
24/01/1995 00:00,24.4,14.2,0,6.7,27.4,15.3,50.1,94.5,19.30,72.3
25/01/1995 00:00,26.3,13.8,0,5.9,15.9,14,40.9,88.8,20.05,64.85
26/01/1995 00:00,32.2,15.3,3.4,4.9,21.5,16.7,34.7,96.1,23.75,65.4
27/01/1995 00:00,26.1,16.2,6.4,6.7,24.5,22.2,65.7,100,21.15,82.85
28/01/1995 00:00,23.9,15.4,0,5.7,19.1,17,57.3,97.2,19.65,77.25
29/01/1995 00:00,24.2,16.3,0,6.1,22.1,16.4,54.3,88.5,20.25,71.4
30/01/1995 00:00,24.7,16.7,2.8,7.2,19.9,19.9,64,100,20.70,82
31/01/1995 00:00,23.9,12.2,0,5.8,26.5,15.5,52.3,100,18.05,76.15
01/02/1995 00:00,29.1,9.8,0,6.7,26.9,12.6,31.3,100,19.45,65.65
02/02/1995 00:00,27.5,15.4,0,4,13.8,14.4,39.2,82.4,21.45,60.8
03/02/1995 00:00,21.7,14.6,0,5.5,20.5,13.5,52,81.3,18.15,66.65
04/02/1995 00:00,32,9.7,0,8.3,28.7,13.1,27.6,100,20.85,63.8
05/02/1995 00:00,20.5,15.4,7.8,6,22.6,14.5,60.2,82.9,17.95,71.55
06/02/1995 00:00,21.3,11.4,0,5.4,27,11.5,45.4,85.4,16.35,65.4
07/02/1995 00:00,22.9,8.1,0,5.1,28.4,13,46.6,100,15.50,73.3
08/02/1995 00:00,23,11.4,0,6.6,25.8,15.9,56.6,100,17.20,78.3
09/02/1995 00:00,21.5,10.9,0,6.1,23.8,11.5,44.9,88.3,16.20,66.6
10/02/1995 00:00,21.8,10.7,0,5.5,22.9,13,49.8,100,16.25,74.9
11/02/1995 00:00,31,10.5,0,7.3,28.4,13.8,30.7,100,20.75,65.35
12/02/1995 00:00,37.1,14.6,0,10,22.8,13.6,21.6,81.9,25.85,51.75
13/02/1995 00:00,38.2,20.1,0,9.4,25,15.5,23.1,65.9,29.15,44.5
14/02/1995 00:00,37,21.1,3.4,11.9,25,17,27.1,68,29.05,47.55
15/02/1995 00:00,36.4,24,0,9.1,22.1,15.1,24.9,50.6,30.20,37.75
16/02/1995 00:00,21.4,16.5,15.4,5.8,18.5,14.6,57.3,77.8,18.95,67.55
17/02/1995 00:00,21.9,12.7,0,6.1,21.4,12.9,49.1,87.9,17.30,68.5
18/02/1995 00:00,22.1,10,0,6.8,26.3,12.2,45.9,99.4,16.05,72.65
19/02/1995 00:00,23.8,12.2,0,6.8,23.2,13.2,44.8,92.9,18.00,68.85
20/02/1995 00:00,25.4,10.2,0,5.7,27.1,12.6,38.9,100,17.80,69.45
21/02/1995 00:00,30.3,11.7,0,6.6,25.8,15.2,35.2,100,21.00,67.6
22/02/1995 00:00,23.2,13.8,0,5.5,24,16.2,57,100,18.50,78.5
23/02/1995 00:00,27.8,11.3,0,6.5,26.7,13.7,36.7,100,19.55,68.35
24/02/1995 00:00,38.6,12.4,0,9.4,26.4,14.5,21.2,100,25.50,60.6
25/02/1995 00:00,38.4,19.5,0,11.5,25.2,12.4,18.3,54.7,28.95,36.5
26/02/1995 00:00,28.6,18.4,0,7.4,17,17.8,45.5,84.2,23.50,64.85
27/02/1995 00:00,24.4,18,0,2.5,10.1,18,58.9,87.3,21.20,73.1
28/02/1995 00:00,22.9,16.4,1.4,2.9,6.9,18.4,65.9,98.7,19.65,82.3
01/03/1995 00:00,25,17.2,0.2,3,7.7,17,53.7,86.7,21.10,70.2
02/03/1995 00:00,28.2,15.5,7.6,7,23.4,14.8,38.7,84.1,21.85,61.4
03/03/1995 00:00,33,14.7,0,10.2,25.3,13.9,27.6,83.2,23.85,55.4
04/03/1995 00:00,33.2,18.3,0,10.2,25.2,11.7,23,55.7,25.75,39.35
05/03/1995 00:00,33.2,17.1,0,9.3,21.7,11.4,22.4,58.5,25.15,40.45
06/03/1995 00:00,34.6,18,0,6.9,16.7,13.8,25.1,66.9,26.30,46
07/03/1995 00:00,24.2,17.2,0,5,19.8,18.1,60,92.3,20.70,76.15
08/03/1995 00:00,21.5,15,0,4.1,11.7,18.2,71,100,18.25,85.5
09/03/1995 00:00,21.4,14.2,0.6,5.4,16.9,12.6,49.5,77.9,17.80,63.7
10/03/1995 00:00,22.3,10.4,0,5,22.3,12.2,45.3,96.8,16.35,71.05
11/03/1995 00:00,26.8,10.2,0,5.9,23.5,14.3,40.6,100,18.50,70.3
12/03/1995 00:00,19.4,13.5,0,4.9,21.7,10.4,46.2,67.3,16.45,56.75
13/03/1995 00:00,21.6,9.9,0,4.9,21.4,12.1,46.9,99.3,15.75,73.1
14/03/1995 00:00,21,7.4,0,5.3,17.7,11.8,47.5,100,14.20,73.75
15/03/1995 00:00,20.8,11.6,0,4.8,20.2,12.2,49.7,89.4,16.20,69.55
16/03/1995 00:00,22.3,6,0,4.1,23.1,9.8,36.4,100,14.15,68.2
17/03/1995 00:00,23.1,7.1,0,4.2,17.9,11.5,40.7,100,15.10,70.35
18/03/1995 00:00,20.2,12.1,0,4.2,14.6,14.4,60.9,100,16.15,80.45
19/03/1995 00:00,20.8,12.5,0,4.8,18.1,13.1,53.4,90.4,16.65,71.9
20/03/1995 00:00,20.9,13.7,0,3.6,15.5,12.9,52.2,82.3,17.30,67.25
21/03/1995 00:00,21.9,14.1,0,3.6,12.8,16.2,61.7,100,18.00,80.85
22/03/1995 00:00,22.3,13.9,0,3.9,17.3,14.7,54.6,92.6,18.10,73.6
23/03/1995 00:00,22.5,11,1,3.3,15.2,15.6,57.3,100,16.75,78.65
24/03/1995 00:00,20.1,13.7,0,4.5,12.2,15.1,64.2,96.4,16.90,80.3
25/03/1995 00:00,19.1,9.1,0,3.9,17.8,10.2,46.2,88.3,14.10,67.25
26/03/1995 00:00,19.6,6.5,0,3,15.1,10.7,46.9,100,13.05,73.45
27/03/1995 00:00,19.7,10.5,0,4.2,16.9,11.4,49.7,89.8,15.10,69.75
28/03/1995 00:00,20.3,9.3,0,2.9,13,12.9,54.2,100,14.80,77.1
29/03/1995 00:00,20.4,12.6,1,4.1,13.7,15.5,64.7,100,16.50,82.35
30/03/1995 00:00,18,12.3,0.6,3.8,9.3,12.4,60.1,86.7,15.15,73.4
31/03/1995 00:00,16.5,11.8,0,4.1,12.7,12.7,67.7,91.8,14.15,79.75
01/04/1995 00:00,19.8,8.3,0,3.3,15.8,11.5,49.8,100,14.05,74.9
02/04/1995 00:00,18,11.2,5.2,3.2,14.8,11.4,55.3,85.8,14.60,70.55
03/04/1995 00:00,24.7,4.7,0,5.6,19.5,10.2,32.8,100,14.70,66.4
04/04/1995 00:00,20.3,13,0,2.4,8,12.6,52.9,84.2,16.65,68.55
05/04/1995 00:00,16.9,9.9,5.2,3.5,15.1,11.7,60.8,96,13.40,78.4
06/04/1995 00:00,18,10.3,2.8,3.3,12.6,14,67.9,100,14.15,83.95
07/04/1995 00:00,15.9,9,5.2,2.4,12.9,10.6,58.7,92.4,12.45,75.55
08/04/1995 00:00,16.9,9.7,7.6,2.6,12.8,13.8,71.7,100,13.30,85.85
09/04/1995 00:00,17,11.4,1,3.3,11.4,12.9,66.6,95.8,14.20,81.2
10/04/1995 00:00,15.9,10.2,0,1.8,6.9,10.2,56.5,82,13.05,69.25
11/04/1995 00:00,17,10,1,1.8,12,13.6,70.2,100,13.50,85.1
12/04/1995 00:00,18.7,7,0.2,1.6,10,11.8,54.7,100,12.85,77.35
13/04/1995 00:00,21.3,6.8,0,3.1,16.2,12.8,50.6,100,14.05,75.3
14/04/1995 00:00,25,6.8,0,3.1,17.2,12.8,40.4,100,15.90,70.2
15/04/1995 00:00,26.4,10.3,0,5.8,15.9,11.5,33.4,91.9,18.35,62.65
16/04/1995 00:00,16.2,11.7,10.8,3.6,12.4,12.4,67.4,90.2,13.95,78.8
17/04/1995 00:00,18.3,11.2,0.6,3,12.7,9.8,46.6,73.7,14.75,60.15
18/04/1995 00:00,21.7,8,0,3.7,11.9,11.1,42.8,100,14.85,71.4
19/04/1995 00:00,16,8,0.2,1.5,10.1,11.5,63.3,100,12.00,81.65
20/04/1995 00:00,18.4,9.6,0,2,10.9,12,56.7,100,14.00,78.35
21/04/1995 00:00,18.6,10.2,0,2.4,12.8,13.2,61.6,100,14.40,80.8
22/04/1995 00:00,23.7,6.1,0,3.3,13.1,11.6,39.6,100,14.90,69.8
23/04/1995 00:00,23.4,12.7,0,3.2,13,12,41.7,81.8,18.05,61.75
24/04/1995 00:00,17.5,10.9,1.4,3.4,15.1,10.2,51,78.3,14.20,64.65
25/04/1995 00:00,19,9.1,0,1.7,8.7,14,63.7,100,14.05,81.85
26/04/1995 00:00,16.6,12.3,1,2.4,6.8,15.3,81,100,14.45,90.5
27/04/1995 00:00,18,5.3,0,2.5,14.9,11.1,53.8,100,11.65,76.9
28/04/1995 00:00,22.6,6.7,0,4.2,8.3,11,40.1,100,14.65,70.05
29/04/1995 00:00,21.7,13,0,3.1,4.6,10.2,39.3,68.1,17.35,53.7
30/04/1995 00:00,15.7,14.2,18.4,1.6,4.1,16,89.8,98.9,14.95,94.35
01/05/1995 00:00,16.1,8.8,5.8,1.8,7.2,12.6,68.9,100,12.45,84.45
02/05/1995 00:00,16.9,8.3,0.2,2.6,8.4,13.3,69.1,100,12.60,84.55
03/05/1995 00:00,14.7,10.3,15.4,2.2,6.6,11,65.8,87.9,12.50,76.85
04/05/1995 00:00,15.3,7.7,3.4,2,11.5,11.8,67.9,100,11.50,83.95
05/05/1995 00:00,14.8,6.2,0,1.8,6.2,11.6,69,100,10.50,84.5
06/05/1995 00:00,15.1,5.7,0,1.5,9.8,11.4,66.5,100,10.40,83.25
07/05/1995 00:00,16.7,9.6,0,1.7,7.1,11.4,60,95.4,13.15,77.7
08/05/1995 00:00,19.1,5.9,0,1.4,7.7,11.2,50.7,100,12.50,75.35
09/05/1995 00:00,18.5,9.2,0,1.6,5,12.4,58.3,100,13.85,79.15
10/05/1995 00:00,20.1,8.5,0,1.6,7.6,13.4,57,100,14.30,78.5
11/05/1995 00:00,21.2,10.2,0,2.5,8.2,13,51.7,100,15.70,75.85
12/05/1995 00:00,21,14,2.6,2.8,7,14.5,58.3,90.8,17.50,74.55
13/05/1995 00:00,19.5,14.2,1,1.8,9.4,14.7,64.9,90.8,16.85,77.85
14/05/1995 00:00,15.7,10.7,1.4,1.9,9.1,12.3,69,95.7,13.20,82.35
15/05/1995 00:00,16.1,9.2,0.4,1.6,8,12.1,66.2,100,12.65,83.1
16/05/1995 00:00,15.4,9,0,1.9,6.1,12.2,69.8,100,12.20,84.9
17/05/1995 00:00,14.8,9.9,0,1.2,7.7,12.2,72.5,100,12.35,86.25
18/05/1995 00:00,14.9,4.6,0,1.7,6.7,10.6,62.6,100,9.75,81.3
19/05/1995 00:00,18,8.6,0,1.1,6.5,11.7,56.7,100,13.30,78.35
20/05/1995 00:00,16.4,11,0.6,1.6,9.9,12.6,67.6,96.1,13.70,81.85
21/05/1995 00:00,17.6,3.5,0,1.3,10.4,10.8,53.7,100,10.55,76.85
22/05/1995 00:00,17.8,2.6,0,2,9.2,10.2,50.1,100,10.20,75.05
23/05/1995 00:00,20.6,7,0,3.1,10.3,10.5,43.3,100,13.80,71.65
24/05/1995 00:00,17.5,9.8,0,2.3,4.8,10.5,52.5,86.7,13.65,69.6
25/05/1995 00:00,15.5,9.8,5.8,2.9,6.4,11.1,63.1,91.7,12.65,77.4
26/05/1995 00:00,14.9,10.1,6.6,2,9.7,9.2,54.3,74.5,12.50,64.4
27/05/1995 00:00,15.9,10.4,0.2,0.9,7.4,13.1,72.6,100,13.15,86.3
28/05/1995 00:00,14.7,9.3,2.2,0.4,3.9,13,77.8,100,12.00,88.9
29/05/1995 00:00,16.3,10.9,0,1,4.9,12.7,68.6,97.5,13.60,83.05
30/05/1995 00:00,16.8,9,0,1.3,8.1,11.5,60.1,100,12.90,80.05
31/05/1995 00:00,17.3,6,0,0.7,8.2,12.5,63.3,100,11.65,81.65
01/06/1995 00:00,17.6,5.1,0,1.1,10.2,10.7,53.2,100,11.35,76.6
02/06/1995 00:00,17.3,3.9,0,1.3,10.3,10.5,53.2,100,10.60,76.6
03/06/1995 00:00,16,2.2,0,1.2,10.8,9,49.5,100,9.10,74.75
04/06/1995 00:00,15.9,3.3,0,1.1,10.1,8.9,49.3,100,9.60,74.65
05/06/1995 00:00,14.5,5.5,0,1.3,4,11.2,67.9,100,10.00,83.95
06/06/1995 00:00,16.3,9.4,9.4,1.3,4.7,13.7,74,100,12.85,87
07/06/1995 00:00,16.5,12.2,1,1.8,2.8,14.9,79.4,100,14.35,89.7
08/06/1995 00:00,19.6,13.5,25,2.1,5.6,15.2,66.7,98.3,16.55,82.5
09/06/1995 00:00,19.4,13.7,7.2,1.9,8.2,17.3,76.8,100,16.55,88.4
10/06/1995 00:00,16.5,12.3,0,1.9,7.2,12.9,68.8,90.2,14.40,79.5
11/06/1995 00:00,14.7,11,5.4,1.3,8.1,12.6,75.4,96.1,12.85,85.75
12/06/1995 00:00,13,9.5,2.4,1.2,4,11.2,74.8,94.4,11.25,84.6
13/06/1995 00:00,11.8,9.1,0,1.2,2.8,10.1,73,87.4,10.45,80.2
14/06/1995 00:00,15.9,7.4,0,0.8,8.9,11.4,63.1,100,11.65,81.55
15/06/1995 00:00,15.1,6.1,0,1.2,7.9,10.8,63,100,10.60,81.5
16/06/1995 00:00,14.7,7.2,2.2,1.3,7.8,10.6,63.4,100,10.95,81.7
17/06/1995 00:00,13.5,9.4,2.6,1.5,7.4,8.4,54.3,71.3,11.45,62.8
18/06/1995 00:00,14.4,8.5,2.2,0.7,8.2,11.6,70.8,100,11.45,85.4
19/06/1995 00:00,13.4,9,0.6,1.4,4,11.6,75.5,100,11.20,87.75
20/06/1995 00:00,12.2,9,0,0.9,2.8,10.1,71.1,88,10.60,79.55
21/06/1995 00:00,12,8.1,0,1.4,5.8,9.6,68.5,88.9,10.05,78.7
22/06/1995 00:00,13.1,2.4,0,1.3,8.6,7.5,49.8,100,7.75,74.9
23/06/1995 00:00,11.9,2.8,0,2,7.2,6.9,49.6,92.4,7.35,71
24/06/1995 00:00,15.8,5.6,0,1.6,8.6,7.9,44,86.9,10.70,65.45
25/06/1995 00:00,15.6,8.7,0,1.9,8.9,11.3,63.8,100,12.15,81.9
26/06/1995 00:00,19.1,6.3,0,3.6,9,9.1,41.2,95.4,12.70,68.3
27/06/1995 00:00,13.4,8.5,7.2,2.7,5.2,9.6,62.5,86.6,10.95,74.55
28/06/1995 00:00,14.7,8.1,3.6,1.6,8.8,11.4,68.2,100,11.40,84.1
29/06/1995 00:00,14.4,9.7,2,1.9,7.6,10,61,83.2,12.05,72.1
30/06/1995 00:00,14.9,9.7,3,2.4,8.1,11.9,70.3,98.9,12.30,84.6
01/07/1995 00:00,14.4,9.5,14.6,1.7,8.6,10.7,65.3,90.2,11.95,77.75
02/07/1995 00:00,15.9,9,0.4,1.4,7.2,12.4,68.7,100,12.45,84.35
03/07/1995 00:00,14.5,10,1.4,1.6,8.4,12,72.7,97.8,12.25,85.25
04/07/1995 00:00,13.6,5.3,1.2,0.8,7.2,10.5,67.5,100,9.45,83.75
05/07/1995 00:00,12.8,6.3,0.2,1.1,3.5,9.4,63.6,98.5,9.55,81.05
06/07/1995 00:00,13.1,6.8,2.6,0.8,6.7,10.9,72.4,100,9.95,86.2
07/07/1995 00:00,13,7.8,0,0.6,3.7,11,73.5,100,10.40,86.75
08/07/1995 00:00,14.1,5,0,1.5,9.1,9.5,59.1,100,9.55,79.55
09/07/1995 00:00,13.9,3.4,0,1.4,10,8,50.4,100,8.65,75.2
10/07/1995 00:00,14.6,5.1,0,2.5,7.2,9.3,56,100,9.85,78
11/07/1995 00:00,13.4,8.1,5.8,1.7,4,11.8,76.8,100,10.75,88.4
12/07/1995 00:00,14.7,9.5,5.6,1.3,7.4,12,71.8,100,12.10,85.9
13/07/1995 00:00,16,10.4,4.6,2.8,7.2,13.2,72.6,100,13.20,86.3
14/07/1995 00:00,14.8,8.8,4.2,0.7,9.7,10.5,62.4,92.8,11.80,77.6
15/07/1995 00:00,14.5,7.8,1.2,1.4,7,12.1,73.3,100,11.15,86.65
16/07/1995 00:00,14.2,8.8,3,1.3,5.7,11.5,71.1,100,11.50,85.55
17/07/1995 00:00,14.9,9.9,3.4,1.8,8,11.9,70.3,97.6,12.40,83.95
18/07/1995 00:00,14.6,8.3,4,2.2,9.7,10.4,62.6,95.1,11.45,78.85
19/07/1995 00:00,14.2,7.4,2,1.5,10.8,9.6,59.3,93.3,10.80,76.3
20/07/1995 00:00,13.3,2.8,0,2.5,6.3,8.7,57,100,8.05,78.5
21/07/1995 00:00,14,6.1,5.4,2.2,5.9,10.4,65.1,100,10.05,82.55
22/07/1995 00:00,14.1,8.7,6.5,2.1,4,11.4,70.9,100,11.40,85.45
23/07/1995 00:00,14.2,10.3,7.7,2.1,10.3,10.7,66.1,85.5,12.25,75.8
24/07/1995 00:00,13.9,8.3,0.4,1.2,5.8,10.6,66.8,96.9,11.10,81.85
25/07/1995 00:00,12.6,6.8,0,1.3,4.5,9.5,65.2,96.2,9.70,80.7
26/07/1995 00:00,12.7,6.1,0,0.7,5.2,8.7,59.3,92.5,9.40,75.9
27/07/1995 00:00,15.5,5.4,3.8,2,8.3,12.4,70.5,100,10.45,85.25
28/07/1995 00:00,13.8,10.1,8.6,1.7,7.9,12.3,78,99.6,11.95,88.8
29/07/1995 00:00,14.6,5.7,1.8,1.7,9.3,10.9,65.6,100,10.15,82.8
30/07/1995 00:00,11.8,8.3,0,1.8,3.4,8.9,64.3,81.3,10.05,72.8
31/07/1995 00:00,14.1,6.7,8.6,1.7,11.4,10.4,64.7,100,10.40,82.35
01/08/1995 00:00,15.2,7.6,1.6,2.7,6.8,11.7,67.8,100,11.40,83.9
02/08/1995 00:00,12,6.1,9.2,2.1,11.2,9.7,69.2,100,9.05,84.6
03/08/1995 00:00,15.3,6.7,1.2,1.3,11.3,11.9,68.5,100,11.00,84.25
04/08/1995 00:00,14.6,7.3,2.8,1.2,9.8,11.5,69.2,100,10.95,84.6
05/08/1995 00:00,14.4,6.9,0.4,1.7,7.1,10.2,62.2,100,10.65,81.1
06/08/1995 00:00,13.3,9.8,0.8,1.7,8.9,9.9,64.9,81.8,11.55,73.35
07/08/1995 00:00,12.9,7.8,1.2,2.2,9.7,9.6,64.6,90.8,10.35,77.7
08/08/1995 00:00,13,6.2,1.6,1.3,11.8,10.3,68.8,100,9.60,84.4
09/08/1995 00:00,13.8,3.3,0,1.7,9.5,10.1,64.1,100,8.55,82.05
10/08/1995 00:00,14.3,3.7,0,1.7,10.2,8.9,54.6,100,9.00,77.3
11/08/1995 00:00,16.6,3.8,0,2.1,13.6,7.9,41.8,98.6,10.20,70.2
12/08/1995 00:00,18.7,2.9,0,2.3,15.3,7.7,35.7,100,10.80,67.85
13/08/1995 00:00,19.7,4,0,3,15.1,7.1,31,87.3,11.85,59.15
14/08/1995 00:00,20.7,6.8,0,2.2,15.4,7.3,29.9,73.9,13.75,51.9
15/08/1995 00:00,16.3,4.1,0,1.7,11.5,12.6,68,100,10.20,84
16/08/1995 00:00,18.2,6.8,0,2.3,11.1,11.5,55.1,100,12.50,77.55
17/08/1995 00:00,21.1,10.2,0,3.4,15.8,11.9,47.6,95.7,15.65,71.65
18/08/1995 00:00,21.1,8.4,0,2,15.9,12.1,48.4,100,14.75,74.2
19/08/1995 00:00,23,5.7,0,3.3,15,11.7,41.7,100,14.35,70.85
20/08/1995 00:00,24.1,8.4,0,4.9,14.7,11.2,37.3,100,16.25,68.65
21/08/1995 00:00,17.3,10.4,0,2.6,13.3,13,65.9,100,13.85,82.95
22/08/1995 00:00,20.6,5.9,0,3.2,16.6,11.4,47,100,13.25,73.5
23/08/1995 00:00,17.5,12.2,0,3,15.6,12.2,61,85.9,14.85,73.45
24/08/1995 00:00,20.9,5.5,0,2.2,7.6,10.5,42.5,100,13.20,71.25
25/08/1995 00:00,16.1,10.2,1.6,2.6,13,14.7,80.4,100,13.15,90.2
26/08/1995 00:00,18.2,9.6,2,2.4,14.5,11.5,55.1,96.3,13.90,75.7
27/08/1995 00:00,16.5,7.8,0.6,3,14.1,10.4,55.4,98.3,12.15,76.85
28/08/1995 00:00,17.9,2.3,0,2.4,17.3,9.2,44.9,100,10.10,72.45
29/08/1995 00:00,21.1,5.1,0,5,16.1,8.6,34.4,98,13.10,66.2
30/08/1995 00:00,15.6,11.8,0,3.4,11.9,13.1,74,94.7,13.70,84.35
31/08/1995 00:00,15.9,9,0,3.4,10.5,9.9,54.8,86.3,12.45,70.55
01/09/1995 00:00,15.6,7.8,1.4,1.6,14.7,10.5,59.3,99.3,11.70,79.3
02/09/1995 00:00,17.4,6.7,0,1.2,15.7,10.7,53.9,100,12.05,76.95
03/09/1995 00:00,19.5,6,0,3.9,16.2,9.7,42.8,100,12.75,71.4
04/09/1995 00:00,13.5,10.7,0.4,3.1,8.6,10.6,68.5,82.4,12.10,75.45
05/09/1995 00:00,12.5,5.8,0.2,2.7,17.2,7.1,49,77,9.15,63
06/09/1995 00:00,12.8,3.3,0,2.6,13.8,8.2,55.5,100,8.05,77.75
07/09/1995 00:00,15.1,2.8,0,3.5,13.9,8.1,47.2,100,8.95,73.6
08/09/1995 00:00,17,8.9,0,2.5,9.9,8,41.3,70.2,12.95,55.75
09/09/1995 00:00,17.6,8.3,0.4,3,15.4,12.5,62.1,100,12.95,81.05
10/09/1995 00:00,17.1,6.7,0,1.3,15.3,11.8,60.5,100,11.90,80.25
11/09/1995 00:00,15.4,9.7,0.2,2.2,10.7,10.6,60.6,88.1,12.55,74.35
12/09/1995 00:00,23.4,3.7,0,3.2,16.3,10.4,36.1,100,13.55,68.05
13/09/1995 00:00,21.2,10.7,0,2.2,7.3,8.1,32.2,63,15.95,47.6
14/09/1995 00:00,15.5,11.8,5.2,3,11.6,11.9,67.6,86,13.65,76.8
15/09/1995 00:00,16.7,2.4,0,2.9,19.6,11.7,61.6,100,9.55,80.8
16/09/1995 00:00,17.1,4.5,0,2.2,17.6,12.6,64.7,100,10.80,82.35
17/09/1995 00:00,18.2,4.2,0,3.6,20.4,10.6,50.7,100,11.20,75.35
18/09/1995 00:00,23.5,8.1,0,3.8,12.9,13.3,45.9,100,15.80,72.95
19/09/1995 00:00,18.4,11.8,0,3.3,15.4,14.1,66.7,100,15.10,83.35
20/09/1995 00:00,16.8,9.1,0,3,15.3,13.1,68.5,100,12.95,84.25
21/09/1995 00:00,16.6,9.8,1.8,2.6,14,11.8,62.5,97.5,13.20,80
22/09/1995 00:00,18.4,10.7,1.2,2.1,15.4,12.8,60.5,99.5,14.55,80
23/09/1995 00:00,16.2,11.2,2,1.8,7.9,13.7,74.4,100,13.70,87.2
24/09/1995 00:00,14.5,8.4,3.6,3,14.3,8.7,52.7,79,11.45,65.85
25/09/1995 00:00,16.4,4.5,0,3.1,23,8.4,45.1,99.8,10.45,72.45
26/09/1995 00:00,20.8,2,0,3.2,21.3,11.6,47.2,100,11.40,73.6
27/09/1995 00:00,23.3,4.7,0,3.6,16.7,11.2,39.2,100,14.00,69.6
28/09/1995 00:00,23.8,10.3,0,4.4,11.8,12.5,42.4,99.8,17.05,71.1
29/09/1995 00:00,23.3,11.2,0,4.1,9.9,10.4,36.4,78.2,17.25,57.3
30/09/1995 00:00,21.5,13.7,3.4,3.4,14.4,15.6,60.9,99.6,17.60,80.25
01/10/1995 00:00,17.2,12.6,0.4,2.2,6.8,13.4,68.3,91.9,14.90,80.1
02/10/1995 00:00,16.9,7.8,0,2.6,14.1,12.2,63.4,100,12.35,81.7
03/10/1995 00:00,16.3,8.7,0.6,2.9,17.1,11.5,62.1,100,12.50,81.05
04/10/1995 00:00,20.5,7.5,0,4.8,22.9,11.2,46.5,100,14.00,73.25
