Site,X,Y,Num. Vars,Start Date,End Date,Total Samples at Site
COOR_01,377352.0000,6000352.0000,18,12-03-2020,12-03-2020,18
COOR_03,376503.0000,5999578.0000,18,12-03-2020,12-03-2020,18
COOR_04,375811.0000,6000267.0000,18,12-03-2020,12-03-2020,18
COOR_07,374751.0000,6003071.0000,18,12-03-2020,12-03-2020,18
COOR_09,374370.0000,6002924.0000,18,12-03-2020,12-03-2020,18
COOR_12,372513.0000,6005638.0000,18,12-03-2020,12-03-2020,18
COOR_15,368883.0000,6012868.0000,18,12-03-2020,12-03-2020,18
COOR_16,367763.0000,6012281.0000,18,12-03-2020,12-03-2020,18
COOR_17,367412.0000,6013992.0000,18,12-03-2020,12-03-2020,18
COOR_20,366520.0000,6015827.0000,18,12-03-2020,12-03-2020,18
COOR_23,362271.0000,6020991.0000,18,12-03-2020,12-03-2020,18
COOR_26,360755.0000,6023844.0000,18,12-03-2020,12-03-2020,18
COOR_27_1,342792.0000,6041428.0000,18,12-03-2020,12-03-2020,18
COOR_27_2,342792.0000,6041428.0000,18,12-03-2020,12-03-2020,18
COOR_27_3,342792.0000,6041428.0000,18,12-03-2020,12-03-2020,18
COOR_28,342726.0000,6041376.0000,18,12-03-2020,12-03-2020,18
COOR_29,354117.0000,6031137.0000,18,12-03-2020,12-03-2020,18
COOR_30,353988.0000,6031130.0000,18,12-03-2020,12-03-2020,18
COOR_31,355432.0000,6025659.0000,18,12-03-2020,12-03-2020,18
COOR_32,372471.0000,6008708.0000,18,12-03-2020,12-03-2020,18
COOR_33,372471.0000,6008709.0000,18,12-03-2020,12-03-2020,18
COOR_34,367842.0000,6015627.0000,18,12-03-2020,12-03-2020,18
COOR_35,350402.0000,6032876.0000,18,12-03-2020,12-03-2020,18
COOR_40,344861.0000,6038275.0000,18,12-03-2020,12-03-2020,18
COOR_45,333434.0000,6047916.0000,18,12-03-2020,12-03-2020,18
COOR_50,320955.0000,6058852.0000,18,12-03-2020,12-03-2020,18
