ID,NCS_fs1,NCS_fs2,NCS_fs3
202,31.0000,131.0000,1031.0000
203,31.0000,131.0000,1031.0000
204,31.0000,131.0000,1031.0000
205,31.0000,131.0000,1031.0000
206,31.0000,131.0000,1031.0000
207,31.0000,131.0000,1031.0000
208,31.0000,131.0000,1031.0000
209,31.0000,131.0000,1031.0000
210,31.0000,131.0000,1031.0000
211,31.0000,131.0000,1031.0000
212,31.0000,131.0000,1031.0000
213,31.0000,131.0000,1031.0000
214,31.0000,131.0000,1031.0000
215,31.0000,131.0000,1031.0000
216,31.0000,131.0000,1031.0000
217,31.0000,131.0000,1031.0000
218,31.0000,131.0000,1031.0000
219,31.0000,131.0000,1031.0000
220,31.0000,131.0000,1031.0000
221,31.0000,131.0000,1031.0000
222,31.0000,131.0000,1031.0000
223,31.0000,131.0000,1031.0000
224,31.0000,131.0000,1031.0000
225,31.0000,131.0000,1031.0000
226,31.0000,131.0000,1031.0000
227,31.0000,131.0000,1031.0000
228,31.0000,131.0000,1031.0000
229,31.0000,131.0000,1031.0000
230,31.0000,131.0000,1031.0000
231,31.0000,131.0000,1031.0000
232,31.0000,131.0000,1031.0000
233,31.0000,131.0000,1031.0000
234,31.0000,131.0000,1031.0000
235,31.0000,131.0000,1031.0000
236,31.0000,131.0000,1031.0000
237,31.0000,131.0000,1031.0000
238,31.0000,131.0000,1031.0000
239,31.0000,131.0000,1031.0000
240,31.0000,131.0000,1031.0000
241,31.0000,131.0000,1031.0000
242,31.0000,131.0000,1031.0000
243,31.0000,131.0000,1031.0000
244,31.0000,131.0000,1031.0000
245,31.0000,131.0000,1031.0000
246,31.0000,131.0000,1031.0000
247,31.0000,131.0000,1031.0000
248,31.0000,131.0000,1031.0000
249,31.0000,131.0000,1031.0000
250,31.0000,131.0000,1031.0000
251,31.0000,131.0000,1031.0000
252,31.0000,131.0000,1031.0000
253,31.0000,131.0000,1031.0000
254,31.0000,131.0000,1031.0000
255,31.0000,131.0000,1031.0000
256,31.0000,131.0000,1031.0000
257,31.0000,131.0000,1031.0000
258,31.0000,131.0000,1031.0000
259,31.0000,131.0000,1031.0000
260,31.0000,131.0000,1031.0000
261,31.0000,131.0000,1031.0000
262,31.0000,131.0000,1031.0000
263,31.0000,131.0000,1031.0000
264,31.0000,131.0000,1031.0000
265,31.0000,131.0000,1031.0000
266,31.0000,131.0000,1031.0000
267,31.0000,131.0000,1031.0000
268,31.0000,131.0000,1031.0000
269,31.0000,131.0000,1031.0000
270,31.0000,131.0000,1031.0000
271,31.0000,131.0000,1031.0000
272,31.0000,131.0000,1031.0000
273,31.0000,131.0000,1031.0000
274,31.0000,131.0000,1031.0000
275,31.0000,131.0000,1031.0000
276,31.0000,131.0000,1031.0000
277,31.0000,131.0000,1031.0000
278,31.0000,131.0000,1031.0000
279,31.0000,131.0000,1031.0000
280,31.0000,131.0000,1031.0000
281,31.0000,131.0000,1031.0000
282,31.0000,131.0000,1031.0000
283,31.0000,131.0000,1031.0000
284,31.0000,131.0000,1031.0000
285,31.0000,131.0000,1031.0000
286,31.0000,131.0000,1031.0000
287,31.0000,131.0000,1031.0000
288,31.0000,131.0000,1031.0000
289,31.0000,131.0000,1031.0000
290,31.0000,131.0000,1031.0000
291,31.0000,131.0000,1031.0000
292,31.0000,131.0000,1031.0000
293,31.0000,131.0000,1031.0000
294,31.0000,131.0000,1031.0000
295,31.0000,131.0000,1031.0000
296,31.0000,131.0000,1031.0000
297,31.0000,131.0000,1031.0000
298,31.0000,131.0000,1031.0000
299,31.0000,131.0000,1031.0000
300,31.0000,131.0000,1031.0000
301,31.0000,131.0000,1031.0000
302,31.0000,131.0000,1031.0000
303,31.0000,131.0000,1031.0000
304,31.0000,131.0000,1031.0000
305,31.0000,131.0000,1031.0000
306,31.0000,131.0000,1031.0000
307,31.0000,131.0000,1031.0000
308,31.0000,131.0000,1031.0000
309,31.0000,131.0000,1031.0000
310,31.0000,131.0000,1031.0000
311,31.0000,131.0000,1031.0000
312,31.0000,131.0000,1031.0000
313,31.0000,131.0000,1031.0000
314,31.0000,131.0000,1031.0000
315,31.0000,131.0000,1031.0000
316,31.0000,131.0000,1031.0000
317,31.0000,131.0000,1031.0000
318,31.0000,131.0000,1031.0000
319,31.0000,131.0000,1031.0000
320,31.0000,131.0000,1031.0000
321,31.0000,131.0000,1031.0000
322,31.0000,131.0000,1031.0000
323,31.0000,131.0000,1031.0000
324,31.0000,131.0000,1031.0000
325,31.0000,131.0000,1031.0000
326,31.0000,131.0000,1031.0000
327,31.0000,131.0000,1031.0000
328,31.0000,131.0000,1031.0000
329,31.0000,131.0000,1031.0000
330,31.0000,131.0000,1031.0000
331,31.0000,131.0000,1031.0000
332,31.0000,131.0000,1031.0000
333,31.0000,131.0000,1031.0000
334,31.0000,131.0000,1031.0000
335,31.0000,131.0000,1031.0000
336,31.0000,131.0000,1031.0000
337,31.0000,131.0000,1031.0000
338,31.0000,131.0000,1031.0000
339,31.0000,131.0000,1031.0000
340,31.0000,131.0000,1031.0000
341,31.0000,131.0000,1031.0000
342,31.0000,131.0000,1031.0000
343,31.0000,131.0000,1031.0000
344,31.0000,131.0000,1031.0000
345,31.0000,131.0000,1031.0000
346,31.0000,131.0000,1031.0000
347,31.0000,131.0000,1031.0000
348,31.0000,131.0000,1031.0000
349,31.0000,131.0000,1031.0000
350,31.0000,131.0000,1031.0000
351,31.0000,131.0000,1031.0000
352,31.0000,131.0000,1031.0000
353,31.0000,131.0000,1031.0000
354,31.0000,131.0000,1031.0000
355,31.0000,131.0000,1031.0000
356,31.0000,131.0000,1031.0000
357,31.0000,131.0000,1031.0000
358,31.0000,131.0000,1031.0000
359,31.0000,131.0000,1031.0000
360,31.0000,131.0000,1031.0000
361,31.0000,131.0000,1031.0000
362,31.0000,131.0000,1031.0000
363,31.0000,131.0000,1031.0000
364,31.0000,131.0000,1031.0000
365,31.0000,131.0000,1031.0000
366,31.0000,131.0000,1031.0000
367,31.0000,131.0000,1031.0000
368,31.0000,131.0000,1031.0000
369,31.0000,131.0000,1031.0000
370,31.0000,131.0000,1031.0000
371,31.0000,131.0000,1031.0000
372,31.0000,131.0000,1031.0000
373,31.0000,131.0000,1031.0000
374,31.0000,131.0000,1031.0000
375,31.0000,131.0000,1031.0000
376,31.0000,131.0000,1031.0000
377,31.0000,131.0000,1031.0000
378,31.0000,131.0000,1031.0000
379,31.0000,131.0000,1031.0000
380,31.0000,131.0000,1031.0000
381,31.0000,131.0000,1031.0000
382,31.0000,131.0000,1031.0000
383,31.0000,131.0000,1031.0000
384,31.0000,131.0000,1031.0000
385,31.0000,131.0000,1031.0000
386,31.0000,131.0000,1031.0000
387,31.0000,131.0000,1031.0000
388,31.0000,131.0000,1031.0000
389,31.0000,131.0000,1031.0000
390,31.0000,131.0000,1031.0000
391,31.0000,131.0000,1031.0000
392,31.0000,131.0000,1031.0000
393,31.0000,131.0000,1031.0000
394,31.0000,131.0000,1031.0000
395,31.0000,131.0000,1031.0000
396,31.0000,131.0000,1031.0000
397,31.0000,131.0000,1031.0000
398,31.0000,131.0000,1031.0000
399,31.0000,131.0000,1031.0000
400,31.0000,131.0000,1031.0000
401,31.0000,131.0000,1031.0000
402,31.0000,131.0000,1031.0000
403,31.0000,131.0000,1031.0000
404,31.0000,131.0000,1031.0000
405,31.0000,131.0000,1031.0000
406,31.0000,131.0000,1031.0000
407,31.0000,131.0000,1031.0000
408,31.0000,131.0000,1031.0000
409,31.0000,131.0000,1031.0000
410,31.0000,131.0000,1031.0000
411,31.0000,131.0000,1031.0000
412,31.0000,131.0000,1031.0000
413,31.0000,131.0000,1031.0000
414,31.0000,131.0000,1031.0000
415,31.0000,131.0000,1031.0000
416,31.0000,131.0000,1031.0000
417,31.0000,131.0000,1031.0000
418,31.0000,131.0000,1031.0000
419,31.0000,131.0000,1031.0000
420,31.0000,131.0000,1031.0000
421,31.0000,131.0000,1031.0000
422,31.0000,131.0000,1031.0000
423,31.0000,131.0000,1031.0000
424,31.0000,131.0000,1031.0000
425,31.0000,131.0000,1031.0000
426,31.0000,131.0000,1031.0000
427,31.0000,131.0000,1031.0000
428,31.0000,131.0000,1031.0000
429,31.0000,131.0000,1031.0000
430,31.0000,131.0000,1031.0000
431,31.0000,131.0000,1031.0000
432,31.0000,131.0000,1031.0000
433,31.0000,131.0000,1031.0000
434,31.0000,131.0000,1031.0000
435,31.0000,131.0000,1031.0000
436,31.0000,131.0000,1031.0000
437,31.0000,131.0000,1031.0000
438,31.0000,131.0000,1031.0000
439,31.0000,131.0000,1031.0000
440,31.0000,131.0000,1031.0000
441,31.0000,131.0000,1031.0000
442,31.0000,131.0000,1031.0000
443,31.0000,131.0000,1031.0000
444,31.0000,131.0000,1031.0000
445,31.0000,131.0000,1031.0000
446,31.0000,131.0000,1031.0000
447,31.0000,131.0000,1031.0000
448,31.0000,131.0000,1031.0000
449,31.0000,131.0000,1031.0000
450,31.0000,131.0000,1031.0000
451,31.0000,131.0000,1031.0000
452,31.0000,131.0000,1031.0000
453,31.0000,131.0000,1031.0000
454,31.0000,131.0000,1031.0000
455,31.0000,131.0000,1031.0000
456,31.0000,131.0000,1031.0000
457,31.0000,131.0000,1031.0000
458,31.0000,131.0000,1031.0000
459,31.0000,131.0000,1031.0000
460,31.0000,131.0000,1031.0000
461,31.0000,131.0000,1031.0000
462,31.0000,131.0000,1031.0000
463,31.0000,131.0000,1031.0000
464,31.0000,131.0000,1031.0000
465,31.0000,131.0000,1031.0000
466,31.0000,131.0000,1031.0000
467,31.0000,131.0000,1031.0000
468,31.0000,131.0000,1031.0000
469,31.0000,131.0000,1031.0000
470,31.0000,131.0000,1031.0000
471,31.0000,131.0000,1031.0000
472,31.0000,131.0000,1031.0000
473,31.0000,131.0000,1031.0000
474,31.0000,131.0000,1031.0000
475,31.0000,131.0000,1031.0000
476,31.0000,131.0000,1031.0000
477,31.0000,131.0000,1031.0000
478,31.0000,131.0000,1031.0000
479,31.0000,131.0000,1031.0000
480,31.0000,131.0000,1031.0000
481,31.0000,131.0000,1031.0000
482,31.0000,131.0000,1031.0000
483,31.0000,131.0000,1031.0000
484,31.0000,131.0000,1031.0000
485,31.0000,131.0000,1031.0000
486,31.0000,131.0000,1031.0000
487,31.0000,131.0000,1031.0000
488,31.0000,131.0000,1031.0000
489,31.0000,131.0000,1031.0000
490,31.0000,131.0000,1031.0000
491,31.0000,131.0000,1031.0000
492,31.0000,131.0000,1031.0000
493,31.0000,131.0000,1031.0000
494,31.0000,131.0000,1031.0000
495,31.0000,131.0000,1031.0000
496,31.0000,131.0000,1031.0000
497,31.0000,131.0000,1031.0000
498,31.0000,131.0000,1031.0000
499,31.0000,131.0000,1031.0000
500,31.0000,131.0000,1031.0000
501,31.0000,131.0000,1031.0000
502,31.0000,131.0000,1031.0000
503,31.0000,131.0000,1031.0000
504,31.0000,131.0000,1031.0000
505,31.0000,131.0000,1031.0000
506,31.0000,131.0000,1031.0000
507,31.0000,131.0000,1031.0000
508,31.0000,131.0000,1031.0000
509,31.0000,131.0000,1031.0000
510,31.0000,131.0000,1031.0000
511,31.0000,131.0000,1031.0000
512,31.0000,131.0000,1031.0000
513,31.0000,131.0000,1031.0000
514,31.0000,131.0000,1031.0000
515,31.0000,131.0000,1031.0000
516,31.0000,131.0000,1031.0000
517,31.0000,131.0000,1031.0000
518,31.0000,131.0000,1031.0000
519,31.0000,131.0000,1031.0000
520,31.0000,131.0000,1031.0000
521,31.0000,131.0000,1031.0000
522,31.0000,131.0000,1031.0000
523,31.0000,131.0000,1031.0000
524,31.0000,131.0000,1031.0000
525,31.0000,131.0000,1031.0000
526,31.0000,131.0000,1031.0000
527,31.0000,131.0000,1031.0000
528,31.0000,131.0000,1031.0000
529,31.0000,131.0000,1031.0000
530,31.0000,131.0000,1031.0000
531,31.0000,131.0000,1031.0000
532,31.0000,131.0000,1031.0000
533,31.0000,131.0000,1031.0000
534,31.0000,131.0000,1031.0000
535,31.0000,131.0000,1031.0000
536,31.0000,131.0000,1031.0000
537,31.0000,131.0000,1031.0000
538,31.0000,131.0000,1031.0000
539,31.0000,131.0000,1031.0000
540,31.0000,131.0000,1031.0000
541,31.0000,131.0000,1031.0000
542,31.0000,131.0000,1031.0000
543,31.0000,131.0000,1031.0000
544,31.0000,131.0000,1031.0000
545,31.0000,131.0000,1031.0000
546,31.0000,131.0000,1031.0000
547,31.0000,131.0000,1031.0000
548,31.0000,131.0000,1031.0000
549,31.0000,131.0000,1031.0000
550,31.0000,131.0000,1031.0000
551,31.0000,131.0000,1031.0000
552,31.0000,131.0000,1031.0000
553,31.0000,131.0000,1031.0000
554,31.0000,131.0000,1031.0000
555,31.0000,131.0000,1031.0000
556,31.0000,131.0000,1031.0000
557,31.0000,131.0000,1031.0000
558,31.0000,131.0000,1031.0000
559,31.0000,131.0000,1031.0000
560,31.0000,131.0000,1031.0000
561,31.0000,131.0000,1031.0000
562,31.0000,131.0000,1031.0000
563,31.0000,131.0000,1031.0000
564,31.0000,131.0000,1031.0000
565,31.0000,131.0000,1031.0000
566,31.0000,131.0000,1031.0000
567,31.0000,131.0000,1031.0000
568,31.0000,131.0000,1031.0000
569,31.0000,131.0000,1031.0000
570,31.0000,131.0000,1031.0000
571,31.0000,131.0000,1031.0000
572,31.0000,131.0000,1031.0000
573,31.0000,131.0000,1031.0000
574,31.0000,131.0000,1031.0000
575,31.0000,131.0000,1031.0000
576,31.0000,131.0000,1031.0000
577,31.0000,131.0000,1031.0000
578,31.0000,131.0000,1031.0000
579,31.0000,131.0000,1031.0000
580,31.0000,131.0000,1031.0000
581,31.0000,131.0000,1031.0000
582,31.0000,131.0000,1031.0000
583,31.0000,131.0000,1031.0000
584,31.0000,131.0000,1031.0000
585,31.0000,131.0000,1031.0000
586,31.0000,131.0000,1031.0000
587,31.0000,131.0000,1031.0000
588,31.0000,131.0000,1031.0000
589,31.0000,131.0000,1031.0000
590,31.0000,131.0000,1031.0000
591,31.0000,131.0000,1031.0000
592,31.0000,131.0000,1031.0000
593,31.0000,131.0000,1031.0000
594,31.0000,131.0000,1031.0000
595,31.0000,131.0000,1031.0000
596,31.0000,131.0000,1031.0000
597,31.0000,131.0000,1031.0000
598,31.0000,131.0000,1031.0000
599,31.0000,131.0000,1031.0000
600,31.0000,131.0000,1031.0000
601,31.0000,131.0000,1031.0000
602,31.0000,131.0000,1031.0000
603,31.0000,131.0000,1031.0000
604,31.0000,131.0000,1031.0000
605,31.0000,131.0000,1031.0000
606,31.0000,131.0000,1031.0000
607,31.0000,131.0000,1031.0000
608,31.0000,131.0000,1031.0000
609,31.0000,131.0000,1031.0000
610,31.0000,131.0000,1031.0000
611,31.0000,131.0000,1031.0000
612,31.0000,131.0000,1031.0000
613,31.0000,131.0000,1031.0000
614,31.0000,131.0000,1031.0000
615,31.0000,131.0000,1031.0000
616,31.0000,131.0000,1031.0000
617,31.0000,131.0000,1031.0000
618,31.0000,131.0000,1031.0000
619,31.0000,131.0000,1031.0000
620,31.0000,131.0000,1031.0000
621,31.0000,131.0000,1031.0000
622,31.0000,131.0000,1031.0000
623,31.0000,131.0000,1031.0000
624,31.0000,131.0000,1031.0000
625,31.0000,131.0000,1031.0000
626,31.0000,131.0000,1031.0000
627,31.0000,131.0000,1031.0000
628,31.0000,131.0000,1031.0000
629,31.0000,131.0000,1031.0000
630,31.0000,131.0000,1031.0000
631,31.0000,131.0000,1031.0000
632,31.0000,131.0000,1031.0000
633,31.0000,131.0000,1031.0000
634,31.0000,131.0000,1031.0000
635,31.0000,131.0000,1031.0000
636,31.0000,131.0000,1031.0000
637,31.0000,131.0000,1031.0000
638,31.0000,131.0000,1031.0000
639,31.0000,131.0000,1031.0000
640,31.0000,131.0000,1031.0000
641,31.0000,131.0000,1031.0000
642,31.0000,131.0000,1031.0000
643,31.0000,131.0000,1031.0000
644,31.0000,131.0000,1031.0000
645,31.0000,131.0000,1031.0000
646,31.0000,131.0000,1031.0000
647,31.0000,131.0000,1031.0000
648,31.0000,131.0000,1031.0000
649,31.0000,131.0000,1031.0000
650,31.0000,131.0000,1031.0000
651,31.0000,131.0000,1031.0000
652,31.0000,131.0000,1031.0000
653,31.0000,131.0000,1031.0000
654,31.0000,131.0000,1031.0000
655,31.0000,131.0000,1031.0000
656,31.0000,131.0000,1031.0000
657,31.0000,131.0000,1031.0000
658,31.0000,131.0000,1031.0000
659,31.0000,131.0000,1031.0000
660,31.0000,131.0000,1031.0000
661,31.0000,131.0000,1031.0000
662,31.0000,131.0000,1031.0000
663,31.0000,131.0000,1031.0000
664,31.0000,131.0000,1031.0000
665,31.0000,131.0000,1031.0000
666,31.0000,131.0000,1031.0000
667,31.0000,131.0000,1031.0000
668,31.0000,131.0000,1031.0000
669,31.0000,131.0000,1031.0000
670,31.0000,131.0000,1031.0000
671,31.0000,131.0000,1031.0000
672,31.0000,131.0000,1031.0000
673,31.0000,131.0000,1031.0000
674,31.0000,131.0000,1031.0000
675,31.0000,131.0000,1031.0000
676,31.0000,131.0000,1031.0000
677,31.0000,131.0000,1031.0000
678,31.0000,131.0000,1031.0000
679,31.0000,131.0000,1031.0000
680,31.0000,131.0000,1031.0000
681,31.0000,131.0000,1031.0000
682,31.0000,131.0000,1031.0000
683,31.0000,131.0000,1031.0000
684,31.0000,131.0000,1031.0000
685,31.0000,131.0000,1031.0000
686,31.0000,131.0000,1031.0000
687,31.0000,131.0000,1031.0000
688,31.0000,131.0000,1031.0000
689,31.0000,131.0000,1031.0000
690,31.0000,131.0000,1031.0000
691,31.0000,131.0000,1031.0000
692,31.0000,131.0000,1031.0000
693,31.0000,131.0000,1031.0000
694,31.0000,131.0000,1031.0000
695,31.0000,131.0000,1031.0000
696,31.0000,131.0000,1031.0000
697,31.0000,131.0000,1031.0000
698,31.0000,131.0000,1031.0000
699,31.0000,131.0000,1031.0000
700,31.0000,131.0000,1031.0000
701,31.0000,131.0000,1031.0000
702,31.0000,131.0000,1031.0000
703,31.0000,131.0000,1031.0000
704,31.0000,131.0000,1031.0000
705,31.0000,131.0000,1031.0000
706,31.0000,131.0000,1031.0000
707,31.0000,131.0000,1031.0000
708,31.0000,131.0000,1031.0000
709,31.0000,131.0000,1031.0000
710,31.0000,131.0000,1031.0000
711,31.0000,131.0000,1031.0000
712,31.0000,131.0000,1031.0000
713,31.0000,131.0000,1031.0000
714,31.0000,131.0000,1031.0000
715,31.0000,131.0000,1031.0000
716,31.0000,131.0000,1031.0000
717,31.0000,131.0000,1031.0000
718,31.0000,131.0000,1031.0000
719,31.0000,131.0000,1031.0000
720,31.0000,131.0000,1031.0000
721,31.0000,131.0000,1031.0000
722,31.0000,131.0000,1031.0000
723,31.0000,131.0000,1031.0000
724,31.0000,131.0000,1031.0000
725,31.0000,131.0000,1031.0000
726,31.0000,131.0000,1031.0000
727,31.0000,131.0000,1031.0000
728,31.0000,131.0000,1031.0000
729,31.0000,131.0000,1031.0000
730,31.0000,131.0000,1031.0000
731,31.0000,131.0000,1031.0000
732,31.0000,131.0000,1031.0000
733,31.0000,131.0000,1031.0000
734,31.0000,131.0000,1031.0000
735,31.0000,131.0000,1031.0000
736,31.0000,131.0000,1031.0000
737,31.0000,131.0000,1031.0000
738,31.0000,131.0000,1031.0000
739,31.0000,131.0000,1031.0000
740,31.0000,131.0000,1031.0000
741,31.0000,131.0000,1031.0000
742,31.0000,131.0000,1031.0000
743,31.0000,131.0000,1031.0000
744,31.0000,131.0000,1031.0000
745,31.0000,131.0000,1031.0000
746,31.0000,131.0000,1031.0000
747,31.0000,131.0000,1031.0000
748,31.0000,131.0000,1031.0000
749,31.0000,131.0000,1031.0000
750,31.0000,131.0000,1031.0000
751,31.0000,131.0000,1031.0000
752,31.0000,131.0000,1031.0000
753,31.0000,131.0000,1031.0000
754,31.0000,131.0000,1031.0000
755,31.0000,131.0000,1031.0000
756,31.0000,131.0000,1031.0000
757,31.0000,131.0000,1031.0000
758,31.0000,131.0000,1031.0000
759,31.0000,131.0000,1031.0000
760,31.0000,131.0000,1031.0000
761,31.0000,131.0000,1031.0000
762,31.0000,131.0000,1031.0000
763,31.0000,131.0000,1031.0000
764,31.0000,131.0000,1031.0000
765,31.0000,131.0000,1031.0000
766,31.0000,131.0000,1031.0000
767,31.0000,131.0000,1031.0000
768,31.0000,131.0000,1031.0000
769,31.0000,131.0000,1031.0000
770,31.0000,131.0000,1031.0000
771,31.0000,131.0000,1031.0000
772,31.0000,131.0000,1031.0000
773,31.0000,131.0000,1031.0000
774,31.0000,131.0000,1031.0000
