                27,         13.00       172.2876,      0.0080,      0.4092,      0.0937,      -0.0000
                28,         13.50       172.6628,      0.0046,      0.2948,      0.0842,      -0.0000
                29,         14.00       163.1163,      0.0072,      0.5488,      0.1048,      -0.0001
                30,         14.50       161.7866,      0.0064,      0.4100,      0.0950,      -0.0000
                31,         15.00       155.3135,      0.0038,      0.3879,      0.1006,      -0.0000
                32,         15.50       152.4692,      0.0029,      0.2525,      0.0922,      -0.0000
                33,         16.00       150.1159,      0.0036,      0.4184,      0.1164,      -0.0000
                34,         16.50       159.5649,      0.0029,      0.2381,      0.1043,      -0.0000
                35,         17.00       163.2270,      0.0071,      0.4168,      0.1214,      -0.0000
                36,         17.50       172.2247,      0.0051,      0.2787,      0.1100,      -0.0000
                37,         18.00       169.3889,      0.0102,      0.5371,      0.1249,      -0.0000
                38,         18.50       176.1955,      0.0078,      0.3328,      0.1070,      -0.0000
                39,         19.00       169.5717,      0.0275,      0.5388,      0.1289,      -0.0000
                40,         19.50       183.0965,      0.0157,      0.3786,      0.1145,      -0.0000
                41,         20.00       179.2641,      0.0194,      0.4547,      0.1222,      -0.0000
                42,         20.50       186.2947,      0.0089,      0.2629,      0.1079,      -0.0000
                43,         21.00       182.9530,      0.0102,      0.3844,      0.1237,      -0.0000
                44,         21.50       182.3951,      0.0035,      0.1757,      0.1060,      -0.0000
                45,         22.00       175.3077,      0.0030,      0.2516,      0.1142,      -0.0000
                46,         22.50       173.6980,      0.0022,      0.1598,      0.1073,      -0.0000
                47,         23.00       169.3932,      0.0026,      0.2859,      0.1219,      -0.0000
                48,         23.50       164.8946,      0.0021,      0.1903,      0.1169,      -0.0000
                49,         24.00       158.9020,      0.0025,      0.3257,      0.1346,      -0.0000
                50,         24.50       166.8403,      0.0048,      0.4094,      0.1531,      -0.0000
                51,         25.00       172.3393,      0.0041,      0.4372,      0.1629,      -0.0000
                52,         25.50       173.2550,      0.0038,      0.3225,      0.1561,      -0.0000
                53,         26.00       167.6637,      0.0029,      0.3295,      0.1630,      -0.0000
                54,         26.50       175.8664,      0.0034,      0.2745,      0.1632,      -0.0000
                55,         27.00       178.8193,      0.0030,      0.3206,      0.1679,      -0.0000
                56,         27.50       181.9780,      0.0031,      0.2432,      0.1624,      -0.0000
                57,         28.00       170.4317,      0.0070,      0.5022,      0.1727,      -0.0000
                58,         28.50       174.6800,      0.0059,      0.3710,      0.1649,      -0.0000
                59,         29.00       169.4231,      0.0062,      0.5025,      0.1831,      -0.0000
                60,         29.50       168.0654,      0.0028,      0.2108,      0.1600,      -0.0000
                61,         30.00       159.6311,      0.0030,      0.3460,      0.1747,      -0.0000
                62,         30.50       158.4119,      0.0026,      0.2346,      0.1708,      -0.0000
                63,         31.00       156.1542,      0.0036,      0.4069,      0.1962,      -0.0000
                64,         31.50       161.9225,      0.0036,      0.2937,      0.1931,      -0.0000
                65,         32.00       167.1630,      0.0081,      0.5036,      0.2116,      -0.0000
                66,         32.50       182.1346,      0.0098,      0.4727,      0.1989,      -0.0000
                67,         33.00       174.6557,      0.0080,      0.5191,      0.2065,      -0.0000
                68,         33.50       180.2577,      0.0124,      0.5834,      0.2114,      -0.0000
                69,         34.00       178.7226,      0.0133,      0.4731,      0.2036,      -0.0000
                70,         34.50       181.8883,      0.0069,      0.2836,      0.1882,      -0.0000
                71,         35.00       176.7695,      0.0080,      0.4770,      0.2076,      -0.0000
                72,         35.50       181.3399,      0.0043,      0.2929,      0.1951,      -0.0000
                73,         36.00       175.2566,      0.0060,      0.5019,      0.2179,      -0.0000
                74,         36.50       177.9663,      0.0040,      0.2832,      0.2005,      -0.0000
                75,         37.00       170.3233,      0.0036,      0.3184,      0.2095,      -0.0000
                76,         37.50       175.2402,      0.0044,      0.2989,      0.2145,      -0.0000
                77,         38.00       171.6321,      0.0035,      0.3296,      0.2218,      -0.0000
                78,         38.50       168.0524,      0.0022,      0.1773,      0.2010,      -0.0000
                79,         39.00       169.2627,      0.0051,      0.4536,      0.2344,      -0.0000
                80,         39.50       176.2591,      0.0039,      0.2833,      0.2183,      -0.0000
                81,         40.00       169.2272,      0.0053,      0.4937,      0.2389,      -0.0000
                82,         40.50       171.7648,      0.0038,      0.3019,      0.2252,      -0.0000
                83,         41.00       164.0260,      0.0037,      0.3772,      0.2391,      -0.0000
                84,         41.50       163.6942,      0.0036,      0.2976,      0.2379,      -0.0000
                85,         42.00       160.9530,      0.0052,      0.5286,      0.2575,      -0.0000
                86,         42.50       181.7997,      0.0042,      0.2977,      0.2411,      -0.0000
                87,         43.00       176.5537,      0.0110,      0.5198,      0.2466,      -0.0000
                88,         43.50       181.7491,      0.0062,      0.2759,      0.2265,      -0.0000
                89,         44.00       172.7599,      0.0110,      0.4968,      0.2453,      -0.0000
                90,         44.50       182.8468,      0.0056,      0.2800,      0.2272,      -0.0000
                91,         45.00       176.1040,      0.0056,      0.4565,      0.2471,      -0.0000
                92,         45.50       179.2156,      0.0031,      0.2477,      0.2267,      -0.0000
                93,         46.00       172.3835,      0.0040,      0.4162,      0.2492,      -0.0000
                94,         46.50       186.6230,      0.0033,      0.2324,      0.2354,      -0.0000
                95,         47.00       182.8319,      0.0106,      0.4070,      0.2466,      -0.0000
                96,         47.50       189.7807,      0.0058,      0.2273,      0.2296,      -0.0000
                97,         48.00       184.4414,      0.0081,      0.3797,      0.2456,      -0.0000
                98,         48.50       192.0038,      0.0043,      0.2082,      0.2259,      -0.0000
                99,         49.00       186.0167,      0.0062,      0.3494,      0.2391,      -0.0000
                100,         49.50       190.9129,      0.0032,      0.1853,      0.2252,      -0.0000
                101,         50.00       185.9866,      0.0032,      0.2920,      0.2414,      -0.0000
                102,         50.50       187.8281,      0.0026,      0.1907,      0.2360,      -0.0000
                103,         51.00       180.6283,      0.0041,      0.3322,      0.2471,      -0.0000
                104,         51.50       183.4071,      0.0034,      0.2206,      0.2328,      -0.0000
                105,         52.00       183.2720,      0.0053,      0.3532,      0.2437,      -0.0000
                106,         52.50       189.0805,      0.0035,      0.2088,      0.2302,      -0.0000
                107,         53.00       185.7061,      0.0054,      0.3673,      0.2393,      -0.0000
                108,         53.50       189.9033,      0.0035,      0.2198,      0.2184,      -0.0000
                109,         54.00       182.9858,      0.0043,      0.3616,      0.2332,      -0.0000
                110,         54.50       180.2703,      0.0030,      0.2142,      0.2258,      -0.0000
                111,         55.00       175.8661,      0.0041,      0.4059,      0.2462,      -0.0000
                112,         55.50       178.5687,      0.0030,      0.2401,      0.2286,      -0.0000
                113,         56.00       173.3853,      0.0028,      0.2918,      0.2399,      -0.0000
                114,         56.50       168.5367,      0.0020,      0.1652,      0.2349,      -0.0000
                115,         57.00       163.1554,      0.0031,      0.3186,      0.2534,      -0.0000
                116,         57.50       169.4234,      0.0024,      0.1901,      0.2505,      -0.0000
                117,         58.00       167.9823,      0.0031,      0.3271,      0.2645,      -0.0000
                118,         58.50       166.2998,      0.0028,      0.2354,      0.2625,      -0.0000
                119,         59.00       158.8107,      0.0036,      0.3611,      0.2788,      -0.0000
                120,         59.50       161.5154,      0.0039,      0.2658,      0.2726,      -0.0000
                121,         60.00       176.6966,      0.0109,      0.5644,      0.2861,      -0.0000
                122,         60.50       180.7907,      0.0046,      0.2578,      0.2527,      -0.0000
                123,         61.00       168.6145,      0.0050,      0.4320,      0.2747,      -0.0000
                124,         61.50       172.3583,      0.0019,      0.1716,      0.2607,      -0.0000
                125,         62.00       165.5469,      0.0035,      0.3731,      0.2884,      -0.0000
                126,         62.50       172.9673,      0.0021,      0.1931,      0.2786,      -0.0000
                127,         63.00       160.9211,      0.0052,      0.4874,      0.3088,      -0.0000
                128,         63.50       157.8769,      0.0012,      0.1302,      0.2820,      -0.0000
                129,         64.00       148.2518,      0.0046,      0.4661,      0.3181,      -0.0000
                130,         64.50       159.4829,      0.0014,      0.1494,      0.2972,      -0.0000
                131,         65.00       154.7181,      0.0054,      0.5079,      0.3397,      -0.0000
                132,         65.50       168.9694,      0.0018,      0.1638,      0.3193,      -0.0000
                133,         66.00       160.3757,      0.0097,      0.8196,      0.3812,      -0.0000
                134,         66.50       165.4670,      0.0045,      0.3324,      0.3443,      -0.0000
                135,         67.00       152.1142,      0.0070,      0.5633,      0.3729,      -0.0000
                136,         67.50       147.2525,      0.0058,      0.4031,      0.3606,      -0.0000
                137,         68.00       143.1119,      0.0063,      0.5753,      0.3791,      -0.0000
                138,         68.50       146.7177,      0.0022,      0.2227,      0.3469,      -0.0000
                139,         69.00       144.0961,      0.0037,      0.4519,      0.3754,      -0.0000
                140,         69.50       148.4240,      0.0010,      0.1337,      0.3359,      -0.0000
                141,         70.00       160.2383,      0.0050,      0.5363,      0.3736,      -0.0000
                142,         70.50       178.3267,      0.0019,      0.1903,      0.3534,      -0.0000
                143,         71.00       172.2508,      0.0084,      0.7132,      0.4010,      -0.0000
                144,         71.50       182.9642,      0.0022,      0.1963,      0.3581,      -0.0000
                145,         72.00       174.8969,      0.0081,      0.6127,      0.3997,      -0.0000
                146,         72.50       184.4218,      0.0021,      0.1777,      0.3626,      -0.0000
                147,         73.00       169.8551,      0.0035,      0.3733,      0.3900,      -0.0000
                148,         73.50       166.6078,      0.0015,      0.1136,      0.3618,      -0.0000
                149,         74.00       163.8426,      0.0096,      0.4302,      0.3931,      -0.0000
                150,         74.50       179.4078,      0.0055,      0.2132,      0.3759,      -0.0000
                151,         75.00       170.4884,      0.0062,      0.3657,      0.3938,      -0.0000
                152,         75.50       168.8842,      0.0024,      0.1668,      0.3790,      -0.0000
                153,         76.00       163.1514,      0.0042,      0.4217,      0.4050,      -0.0000
                154,         76.50       163.5466,      0.0011,      0.1298,      0.3820,      -0.0000
                155,         77.00       171.2711,      0.0043,      0.4524,      0.4171,      -0.0000
                156,         77.50       172.0042,      0.0016,      0.1557,      0.3973,      -0.0000
                157,         78.00       174.6625,      0.0058,      0.5942,      0.4537,      -0.0000
                158,         78.50       185.8813,      0.0029,      0.2368,      0.4198,      -0.0000
                159,         79.00       173.2907,      0.0046,      0.3575,      0.4297,      -0.0000
                160,         79.50       188.7355,      0.0031,      0.2045,      0.4129,      -0.0000
                161,         80.00       182.6421,      0.0055,      0.5167,      0.4476,      -0.0000
                162,         80.50       186.6123,      0.0019,      0.1749,      0.4180,      -0.0000
                163,         81.00       184.6096,      0.0104,      0.5957,      0.4680,      -0.0000
                164,         81.50       190.3637,      0.0021,      0.1634,      0.4295,      -0.0000
                165,         82.00       173.1870,      0.0035,      0.3758,      0.4553,      -0.0000
                166,         82.50       173.1186,      0.0013,      0.1452,      0.4423,      -0.0000
                167,         83.00       164.9165,      0.0036,      0.3877,      0.4734,      -0.0000
                168,         83.50       164.8184,      0.0011,      0.1310,      0.4588,      -0.0000
                169,         84.00       155.8758,      0.0040,      0.4415,      0.4971,      -0.0000
                170,         84.50       176.8714,      0.0012,      0.1364,      0.4643,      -0.0000
                171,         85.00       167.3301,      0.0063,      0.6540,      0.5133,      -0.0000
                172,         85.50       176.2908,      0.0013,      0.1604,      0.4748,      -0.0000
                173,         86.00       163.4252,      0.0076,      0.7489,      0.5384,      -0.0000
                174,         86.50       176.9690,      0.0015,      0.1495,      0.4914,      -0.0000
                175,         87.00       169.1768,      0.0123,      0.7268,      0.5467,      -0.0000
                176,         87.50       187.9637,      0.0017,      0.1406,      0.4944,      -0.0000
                177,         88.00       173.2244,      0.0037,      0.3914,      0.5193,      -0.0000
                178,         88.50       183.8787,      0.0011,      0.1246,      0.4989,      -0.0000
                179,         89.00       177.4692,      0.0040,      0.4954,      0.5391,      -0.0000
                180,         89.50       188.7394,      0.0010,      0.1229,      0.5085,      -0.0000
                181,         90.00       171.7797,      0.0034,      0.3896,      0.5369,      -0.0000
                182,         90.50       175.3982,      0.0009,      0.1194,      0.5138,      -0.0000
                183,         91.00       164.7485,      0.0044,      0.4566,      0.5532,      -0.0000
                184,         91.50       168.2962,      0.0012,      0.1178,      0.5291,      -0.0000
                185,         92.00       172.8588,      0.0110,      0.5543,      0.5617,      -0.0000
                186,         92.50       185.5583,      0.0017,      0.1188,      0.5213,      -0.0000
                187,         93.00       177.1519,      0.0052,      0.4628,      0.5539,      -0.0000
                188,         93.50       187.8591,      0.0014,      0.1375,      0.4839,      -0.0000
                189,         94.00       182.3203,      0.0039,      0.3620,      0.5184,      -0.0000
                190,         94.50       188.4498,      0.0009,      0.0962,      0.5041,      -0.0000
                191,         95.00       175.1886,      0.0030,      0.3341,      0.5352,      -0.0000
                192,         95.50       175.2731,      0.0008,      0.1093,      0.5175,      -0.0000
                193,         96.00       166.7234,      0.0036,      0.3872,      0.5501,      -0.0000
                194,         96.50       178.5860,      0.0008,      0.1139,      0.5172,      -0.0000
                195,         97.00       164.3200,      0.0044,      0.4625,      0.5637,      -0.0000
                196,         97.50       170.5234,      0.0008,      0.1174,      0.5399,      -0.0000
                197,         98.00       165.7163,      0.0040,      0.4545,      0.5824,      -0.0000
                198,         98.50       164.3945,      0.0008,      0.1199,      0.5537,      -0.0000
                199,         99.00       164.1853,      0.0042,      0.4640,      0.5958,      -0.0000
                200,         99.50       160.5683,      0.0008,      0.1140,      0.5683,      -0.0000
                201,         100.00       150.3133,      0.0042,      0.4679,      0.6126,      -0.0000
                202,         100.50       177.1974,      0.0008,      0.1086,      0.5830,      -0.0000
                203,         101.00       157.2376,      0.0057,      0.5327,      0.6211,      -0.0000
                204,         101.50       176.2761,      0.0013,      0.1482,      0.6027,      -0.0000
                205,         102.00       174.3939,      0.0049,      0.5596,      0.6356,      -0.0000
                206,         102.50       181.7891,      0.0007,      0.1130,      0.5955,      -0.0000
                207,         103.00       165.1573,      0.0046,      0.4965,      0.6408,      -0.0000
                208,         103.50       176.3540,      0.0008,      0.1193,      0.6142,      -0.0000
                209,         104.00       160.7692,      0.0072,      0.6673,      0.6755,      -0.0000
                210,         104.50       180.2352,      0.0009,      0.1197,      0.6307,      -0.0000
                211,         105.00       179.4407,      0.0053,      0.5122,      0.6690,      -0.0000
                212,         105.50       190.1920,      0.0011,      0.1271,      0.6310,      -0.0000
                213,         106.00       174.7783,      0.0044,      0.4886,      0.6697,      -0.0000
                214,         106.50       184.2867,      0.0011,      0.1442,      0.6398,      -0.0000
                215,         107.00       166.8259,      0.0043,      0.4809,      0.6813,      -0.0000
                216,         107.50       183.8391,      0.0013,      0.1320,      0.6430,      -0.0000
                217,         108.00       171.3363,      0.0109,      0.6713,      0.6956,      -0.0000
                218,         108.50       188.4272,      0.0014,      0.1207,      0.6436,      -0.0000
                219,         109.00       174.3898,      0.0047,      0.4648,      0.6834,      -0.0000
                220,         109.50       184.1282,      0.0008,      0.1133,      0.6566,      -0.0000
                221,         110.00       169.6696,      0.0036,      0.3963,      0.6871,      -0.0000
                222,         110.50       178.9054,      0.0007,      0.0994,      0.6720,      -0.0000
                223,         111.00       163.6090,      0.0045,      0.4552,      0.7059,      -0.0000
                224,         111.50       176.5071,      0.0007,      0.1138,      0.6716,      -0.0000
                225,         112.00       160.0129,      0.0051,      0.4940,      0.7190,      -0.0000
                226,         112.50       161.1924,      0.0007,      0.1031,      0.6892,      -0.0000
                227,         113.00       155.8912,      0.0053,      0.4770,      0.7218,      -0.0000
                228,         113.50       163.2473,      0.0009,      0.1123,      0.6858,      -0.0000
                229,         114.00       173.1290,      0.0116,      0.7876,      0.7733,      -0.0000
                230,         114.50       188.6196,      0.0013,      0.1220,      0.7089,      -0.0000
                231,         115.00       185.1445,      0.0077,      0.5977,      0.7588,      -0.0000
                232,         115.50       195.4997,      0.0011,      0.1228,      0.7197,      -0.0000
                233,         116.00       177.2886,      0.0046,      0.4982,      0.7637,      -0.0000
                234,         116.50       185.3915,      0.0009,      0.1286,      0.7333,      -0.0000
                235,         117.00       172.5521,      0.0047,      0.5340,      0.7842,      -0.0000
                236,         117.50       176.5691,      0.0011,      0.1389,      0.7588,      -0.0000
                237,         118.00       164.8584,      0.0044,      0.4681,      0.7989,      -0.0000
                238,         118.50       162.8405,      0.0008,      0.1144,      0.7698,      -0.0000
                239,         119.00       164.6228,      0.0040,      0.4364,      0.7835,      -0.0000
                240,         119.50       182.3033,      0.0009,      0.1332,      0.7679,      -0.0000
                241,         120.00       183.8490,      0.0061,      0.6700,      0.8240,      -0.0000
                242,         120.50       191.4504,      0.0010,      0.1453,      0.7795,      -0.0000
                243,         121.00       174.0852,      0.0052,      0.5910,      0.8338,      -0.0000
                244,         121.50       187.5202,      0.0015,      0.1786,      0.8046,      -0.0000
                245,         122.00       175.4507,      0.0053,      0.6028,      0.8582,      -0.0000
                246,         122.50       173.4454,      0.0009,      0.1459,      0.8232,      -0.0000
                247,         123.00       164.1175,      0.0057,      0.6395,      0.8866,      -0.0000
                248,         123.50       166.8832,      0.0009,      0.1503,      0.8486,      -0.0000
                249,         124.00       149.0158,      0.0075,      0.7582,      0.9144,      -0.0000
                250,         124.50       166.9179,      0.0010,      0.1678,      0.8718,      -0.0000
                251,         125.00       170.2384,      0.0109,      1.1042,      0.9767,      -0.0000
                252,         125.50       187.8722,      0.0010,      0.1756,      0.8782,      -0.0000
                253,         126.00       176.4722,      0.0062,      0.6815,      0.9084,      -0.0000
                254,         126.50       173.0677,      0.0006,      0.1113,      0.8557,      -0.0000
                255,         127.00       168.6096,      0.0051,      0.5719,      0.9118,      -0.0000
                256,         127.50       176.2792,      0.0006,      0.1171,      0.8554,      -0.0000
                257,         128.00       158.5010,      0.0063,      0.6713,      0.9290,      -0.0000
                258,         128.50       178.3002,      0.0007,      0.1248,      0.8946,      -0.0000
                259,         129.00       148.6322,      0.0165,      1.3670,      1.0344,      -0.0000
                260,         129.50       173.8896,      0.0011,      0.1517,      0.9387,      -0.0000
                261,         130.00       166.8546,      0.0138,      0.8589,      0.9878,      -0.0000
                262,         130.50       196.3362,      0.0024,      0.2055,      0.9136,      -0.0000
                263,         131.00       196.8558,      0.0148,      1.1017,      0.9825,      -0.0000
                264,         131.50       196.4683,      0.0016,      0.1861,      0.9090,      -0.0000
                265,         132.00       187.8360,      0.0082,      0.8933,      0.9700,      -0.0000
                266,         132.50       186.5861,      0.0013,      0.2253,      0.9313,      -0.0000
                267,         133.00       179.3007,      0.0048,      0.5889,      0.9712,      -0.0000
                268,         133.50       181.3466,      0.0006,      0.1285,      0.9282,      -0.0000
                269,         134.00       170.0382,      0.0052,      0.6377,      0.9842,      -0.0000
                270,         134.50       182.1975,      0.0008,      0.1625,      0.9483,      -0.0000
                271,         135.00       177.8053,      0.0052,      0.6249,      0.9980,      -0.0000
                272,         135.50       186.1447,      0.0012,      0.2008,      0.9681,      -0.0000
                273,         136.00       177.4780,      0.0080,      0.9352,      1.0422,      -0.0000
                274,         136.50       180.3571,      0.0011,      0.1810,      0.9824,      -0.0000
                275,         137.00       171.7173,      0.0049,      0.6162,      1.0339,      -0.0000
                276,         137.50       176.6561,      0.0008,      0.1564,      0.9865,      -0.0000
                277,         138.00       174.1988,      0.0043,      0.5830,      1.0399,      -0.0000
                278,         138.50       180.9429,      0.0007,      0.1482,      0.9987,      -0.0000
                279,         139.00       175.6987,      0.0044,      0.6059,      1.0491,      -0.0000
                280,         139.50       181.5279,      0.0008,      0.1634,      1.0142,      -0.0000
                281,         140.00       167.1399,      0.0047,      0.6216,      1.0736,      -0.0000
                282,         140.50       167.5224,      0.0007,      0.1541,      1.0285,      -0.0000
                283,         141.00       142.1568,      0.0097,      1.0020,      1.1407,      -0.0000
                284,         141.50       168.8656,      0.0009,      0.1876,      1.0798,      -0.0000
                285,         142.00       170.6827,      0.0069,      0.8289,      1.1129,      -0.0000
                286,         142.50       185.4081,      0.0007,      0.1548,      1.0534,      -0.0000
                287,         143.00       183.6645,      0.0047,      0.6515,      1.1073,      -0.0000
                288,         143.50       188.5273,      0.0020,      0.1973,      1.0738,      -0.0000
                289,         144.00       176.1273,      0.0127,      0.7171,      1.1380,      -0.0000
                290,         144.50       187.6643,      0.0038,      0.2845,      1.1028,      -0.0000
                291,         145.00       178.3159,      0.0091,      0.9140,      1.1703,      -0.0000
                292,         145.50       191.1569,      0.0015,      0.2239,      1.1146,      -0.0000
                293,         146.00       181.1240,      0.0049,      0.6233,      1.1474,      -0.0000
                294,         146.50       183.9361,      0.0011,      0.2014,      1.1108,      -0.0000
                295,         147.00       172.6194,      0.0045,      0.6244,      1.1579,      -0.0000
                296,         147.50       175.6489,      0.0007,      0.1503,      1.1130,      -0.0000
                297,         148.00       156.6429,      0.0061,      0.7707,      1.1994,      -0.0000
                298,         148.50       164.8382,      0.0007,      0.1633,      1.1404,      -0.0000
                299,         149.00       144.7703,      0.0101,      1.0645,      1.2597,      -0.0000
                300,         149.50       162.8732,      0.0010,      0.2338,      1.1869,      -0.0000
                301,         150.00       140.7604,      0.0199,      1.8993,      1.3756,      -0.0000
                302,         150.50       177.8213,      0.0016,      0.2166,      1.2437,      -0.0000
                303,         151.00       174.3562,      0.0112,      0.8065,      1.2943,      -0.0000
                304,         151.50       179.0061,      0.0014,      0.1829,      1.2139,      -0.0000
                305,         152.00       176.6370,      0.0068,      0.8872,      1.2609,      -0.0000
                306,         152.50       174.8856,      0.0006,      0.1423,      1.1958,      -0.0000
                307,         153.00       153.1686,      0.0061,      0.7831,      1.2801,      -0.0000
                308,         153.50       174.0108,      0.0009,      0.1519,      1.2366,      -0.0000
                309,         154.00       158.3143,      0.0073,      0.7015,      1.3012,      -0.0000
                310,         154.50       169.8219,      0.0019,      0.2353,      1.2824,      -0.0000
                311,         155.00       162.5754,      0.0096,      0.9692,      1.3697,      -0.0000
                312,         155.50       175.1890,      0.0013,      0.2254,      1.2996,      -0.0000
                313,         156.00       159.0220,      0.0107,      1.1653,      1.3982,      -0.0000
                314,         156.50       179.1986,      0.0019,      0.2188,      1.3010,      -0.0000
                315,         157.00       174.0801,      0.0227,      1.0860,      1.3889,      -0.0000
                316,         157.50       185.1480,      0.0031,      0.2475,      1.2932,      -0.0000
                317,         158.00       176.8759,      0.0113,      1.0916,      1.3768,      -0.0000
                318,         158.50       179.4042,      0.0015,      0.2355,      1.3180,      -0.0000
                319,         159.00       155.9952,      0.0054,      0.7326,      1.3876,      -0.0000
                320,         159.50       158.0132,      0.0006,      0.1518,      1.3322,      -0.0000
                321,         160.00       140.1783,      0.0077,      0.8946,      1.4249,      -0.0000
                322,         160.50       164.6751,      0.0010,      0.1912,      1.3583,      -0.0000
                323,         161.00       157.8053,      0.0124,      1.0750,      1.4682,      -0.0000
                324,         161.50       176.0757,      0.0020,      0.2549,      1.3907,      -0.0000
                325,         162.00       172.2915,      0.0063,      0.8353,      1.4236,      -0.0000
                326,         162.50       174.9267,      0.0007,      0.1577,      1.3715,      -0.0000
                327,         163.00       166.3826,      0.0078,      0.8631,      1.4434,      -0.0000
                328,         163.50       175.4197,      0.0009,      0.1629,      1.3879,      -0.0000
                329,         164.00       160.7638,      0.0056,      0.7053,      1.4466,      -0.0000
                330,         164.50       175.1443,      0.0008,      0.1646,      1.4022,      -0.0000
                331,         165.00       158.1289,      0.0083,      0.9876,      1.4882,      -0.0000
                332,         165.50       174.8689,      0.0013,      0.2381,      1.4164,      -0.0000
                333,         166.00       165.2868,      0.0076,      0.9118,      1.4962,      -0.0000
                334,         166.50       182.3655,      0.0010,      0.2019,      1.4321,      -0.0000
                335,         167.00       162.0094,      0.0050,      0.6657,      1.4914,      -0.0000
                336,         167.50       172.3419,      0.0009,      0.2129,      1.4421,      -0.0000
                337,         168.00       161.6163,      0.0063,      0.8474,      1.5175,      -0.0000
                338,         168.50       165.8992,      0.0008,      0.1955,      1.4570,      -0.0000
                339,         169.00       156.4144,      0.0068,      0.8573,      1.5358,      -0.0000
                340,         169.50       163.7557,      0.0008,      0.2133,      1.4750,      -0.0000
                341,         170.00       146.4097,      0.0062,      0.7658,      1.5452,      -0.0000
                342,         170.50       153.4374,      0.0004,      0.1276,      1.4781,      -0.0000
                343,         171.00       131.6732,      0.0099,      1.0299,      1.5785,      -0.0000
                344,         171.50       145.3237,      0.0012,      0.2693,      1.5006,      -0.0000
                345,         172.00       123.2938,      0.0150,      1.2924,      1.5695,      -0.0000
                346,         172.50       147.1024,      0.0006,      0.1571,      1.5032,      -0.0000
                347,         173.00       145.9409,      0.0095,      0.9654,      1.5776,      -0.0000
                348,         173.50       160.4684,      0.0006,      0.1181,      1.4981,      -0.0000
                349,         174.00       141.1078,      0.0085,      0.7799,      1.5621,      -0.0000
                350,         174.50       164.9095,      0.0016,      0.1876,      1.4749,      -0.0000
                351,         175.00       156.7722,      0.0137,      1.2419,      1.5788,      -0.0000
                352,         175.50       170.0730,      0.0006,      0.1331,      1.4913,      -0.0000
                353,         176.00       153.4851,      0.0065,      0.8758,      1.5585,      -0.0000
                354,         176.50       162.3408,      0.0006,      0.1536,      1.5047,      -0.0000
                355,         177.00       145.1537,      0.0057,      0.7368,      1.5695,      -0.0000
                356,         177.50       155.0715,      0.0005,      0.1306,      1.5017,      -0.0000
                357,         178.00       135.4823,      0.0115,      1.1046,      1.5209,      -0.0000
                358,         178.50       163.1987,      0.0005,      0.1306,      1.5078,      -0.0000
                359,         179.00       149.7875,      0.0057,      0.7536,      1.5820,      -0.0000
                360,         179.50       154.4744,      0.0004,      0.1257,      1.5147,      -0.0000
                361,         180.00       138.9447,      0.0058,      0.7543,      1.5873,      -0.0000
                362,         180.50       160.2546,      0.0007,      0.1846,      1.5101,      -0.0000
                363,         181.00       157.6025,      0.0055,      0.7925,      1.6054,      -0.0000
                364,         181.50       160.9360,      0.0004,      0.1251,      1.5467,      -0.0000
                365,         182.00       151.1136,      0.0052,      0.7313,      1.6072,      -0.0000
