!				1				2			3			4			5			6			7,
&bc
headings1 = 	timestep, 	time, 	      oxy,		  nit,		  amm,		 frp, 	      pocl,
                1509,         754.00,       112.3937,      0.4511,      1.9951,      0.0292,      0.0049,
                1510,         754.50,       109.8286,      0.4377,      1.9044,      0.0276,      0.0048,
                1511,         755.00,       108.5454,      0.4218,      1.8020,      0.0251,      0.0012,
                1512,         755.50,       103.9055,      0.4058,      1.7063,      0.0235,      0.0013,
                1513,         756.00,       102.0738,      0.3988,      1.6495,      0.0224,      0.0130,
                1514,         756.50,       101.0225,      0.3946,      1.6158,      0.0218,      0.0044,
                1515,         757.00,       100.5210,      0.3910,      1.5914,      0.0212,      0.0131,
                1516,         757.50,       103.0268,      0.3913,      1.5961,      0.0212,      0.0024,
                1517,         758.00,       103.7613,      0.3885,      1.5907,      0.0211,      0.0012,
                1518,         758.50,       109.6997,      0.3852,      1.6260,      0.0222,      0.0016,
                1519,         759.00,       117.4385,      0.3770,      1.6398,      0.0228,      0.0026,
                1520,         759.50,       127.9073,      0.3695,      1.7235,      0.0262,      0.0070,
                1521,         760.00,       129.1138,      0.3694,      1.7278,      0.0256,      0.0022,
                1522,         760.50,       129.8253,      0.3690,      1.7270,      0.0255,      0.0021,
                1523,         761.00,       131.9283,      0.3614,      1.7055,      0.0247,      0.0042,
                1524,         761.50,       132.7498,      0.3604,      1.7041,      0.0247,      0.0025,
                1525,         762.00,       133.0873,      0.3580,      1.6958,      0.0244,      0.0027,
                1526,         762.50,       133.6797,      0.3606,      1.6969,      0.0243,      0.0059,
                1527,         763.00,       132.0345,      0.3598,      1.6688,      0.0236,      0.0060,
                1528,         763.50,       129.9503,      0.3581,      1.6359,      0.0229,      0.0040,
                1529,         764.00,       127.7146,      0.3540,      1.5997,      0.0221,      0.0015,
                1530,         764.50,       124.5300,      0.3472,      1.5583,      0.0214,      0.0014,
                1531,         765.00,       120.7392,      0.3368,      1.4997,      0.0204,      0.0047,
                1532,         765.50,       118.0024,      0.3323,      1.4541,      0.0195,      0.0069,
                1533,         766.00,       116.3362,      0.3290,      1.4236,      0.0188,      0.0039,
                1534,         766.50,       115.1963,      0.3279,      1.4049,      0.0184,      0.0033,
                1535,         767.00,       113.1842,      0.3223,      1.3751,      0.0178,      0.0011,
                1536,         767.50,       111.7941,      0.3168,      1.3567,      0.0177,      0.0005,
                1537,         768.00,       110.4782,      0.3115,      1.3386,      0.0176,      0.0004,
                1538,         768.50,       111.6923,      0.3081,      1.3533,      0.0185,      0.0008,
                1539,         769.00,       114.5215,      0.3033,      1.3683,      0.0199,      0.0004,
                1540,         769.50,       124.8873,      0.2943,      2.0253,      0.0370,      0.0030,
                1541,         770.00,       131.4286,      0.2829,      2.3201,      0.0381,      0.0066,
                1542,         770.50,       135.9253,      0.2988,      2.8821,      0.0473,      0.0057,
                1543,         771.00,       135.7570,      0.3017,      2.8411,      0.0462,      0.0006,
                1544,         771.50,       137.2685,      0.3101,      2.7734,      0.0438,      0.0084,
                1545,         772.00,       126.9726,      0.2892,      2.4728,      0.0381,      0.0039,
                1546,         772.50,       113.8090,      0.2640,      2.1815,      0.0333,      0.0035,
                1547,         773.00,       107.7350,      0.2525,      2.0233,      0.0305,      0.0038,
                1548,         773.50,       103.7572,      0.2450,      1.9313,      0.0290,      0.0011,
                1549,         774.00,       101.3857,      0.2394,      1.8819,      0.0282,      0.0007,
                1550,         774.50,       102.4865,      0.2407,      1.8674,      0.0280,      0.0008,
                1551,         775.00,       101.2845,      0.2380,      1.8393,      0.0276,      0.0000,
                1552,         775.50,       100.9958,      0.2365,      1.8262,      0.0275,      0.0008,
                1553,         776.00,       100.3658,      0.2345,      1.8063,      0.0273,      0.0002,
                1554,         776.50,       101.5799,      0.2338,      1.8109,      0.0279,      0.0011,
                1555,         777.00,       101.1317,      0.2328,      1.7954,      0.0276,      0.0015,
                1556,         777.50,       101.8242,      0.2369,      1.7922,      0.0274,      0.0049,
                1557,         778.00,       101.9325,      0.2377,      1.7861,      0.0272,      0.0001,
                1558,         778.50,       105.2718,      0.2378,      1.8093,      0.0284,      0.0034,
                1559,         779.00,       108.2918,      0.2362,      1.8137,      0.0291,      0.0003,
                1560,         779.50,       112.0079,      0.2345,      1.9660,      0.0338,      0.0014,
                1561,         780.00,       113.8385,      0.2360,      1.9933,      0.0341,      0.0001,
                1562,         780.50,       112.7414,      0.2341,      1.9729,      0.0338,      0.0000,
                1563,         781.00,       113.2761,      0.2493,      2.0714,      0.0354,      0.0060,
                1564,         781.50,       119.1901,      0.3162,      2.5368,      0.0442,      0.0029,
                1565,         782.00,       120.3678,      0.3224,      2.6667,      0.0440,      0.0081,
                1566,         782.50,       121.5336,      0.3270,      2.7033,      0.0436,      0.0087,
                1567,         783.00,       121.2976,      0.3267,      2.6855,      0.0432,      0.0000,
                1568,         783.50,       121.2905,      0.3265,      2.6839,      0.0432,      0.0000,
                1569,         784.00,       120.6864,      0.3253,      2.6646,      0.0428,      0.0000,
                1570,         784.50,       120.2689,      0.3249,      2.6503,      0.0425,      0.0005,
                1571,         785.00,       119.7953,      0.3263,      2.6296,      0.0421,      0.0000,
                1572,         785.50,       119.7953,      0.3263,      2.6296,      0.0421,      0.0000,
                1573,         786.00,       119.7953,      0.3263,      2.6296,      0.0421,      0.0000,
                1574,         786.50,       119.4815,      0.3255,      2.6227,      0.0419,      0.0000,
                1575,         787.00,       118.9698,      0.3256,      2.6036,      0.0415,      0.0098,
                1576,         787.50,       118.2868,      0.3282,      2.5771,      0.0408,      0.0001,
                1577,         788.00,       118.0399,      0.3296,      2.5472,      0.0399,      0.0001,
                1578,         788.50,       116.4333,      0.3267,      2.5082,      0.0392,      0.0000,
                1579,         789.00,       115.9119,      0.3257,      2.4958,      0.0390,      0.0000,
                1580,         789.50,       115.9119,      0.3257,      2.4958,      0.0390,      0.0000,
                1581,         790.00,       115.9119,      0.3257,      2.4958,      0.0390,      0.0000,
                1582,         790.50,       115.9119,      0.3257,      2.4958,      0.0390,      0.0000,
                1583,         791.00,       115.9119,      0.3257,      2.4958,      0.0390,      0.0000,
                1584,         791.50,       115.9119,      0.3257,      2.4958,      0.0390,      0.0000,
                1585,         792.00,       115.9119,      0.3257,      2.4958,      0.0390,      0.0000,
                1586,         792.50,       114.3407,      0.3220,      2.4597,      0.0384,      0.0000,
