"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"BACILLARIOPHYCEAE","Cyclotella",6.00,"0.0204"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"BACILLARIOPHYCEAE","Fragilariaceae",147.00,"0.0732"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"BACILLARIOPHYCEAE","Nitzschia",49.00,"0.0195"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales (small <20um)",195.00,"0.0490"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"BACILLARIOPHYCEAE","Pleurosigma",2.00,"0.0039"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"CHLOROPHYCEAE","Chlamydomonads",49.00,"0.0122"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",684.00,"0.0410"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"CHLOROPHYCEAE","Cosmarium",2.00,"0.0009"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"CYANOPHYCEAE","Leptolyngbya",107.00,"0.0002"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"CYANOPHYCEAE","Limnothrix/Geitlerinema/Anagnostidinema",234.00,"0.0041"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"CYANOPHYCEAE","Oscillatoriales       (iauv 1-100)",41.00,"0.0024"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"CYANOPHYCEAE","Planktolyngbya",586.00,"0.0022"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"CYANOPHYCEAE","Pseudanabaena",18.00,"0.0002"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",195.00,"0.0010"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",2.00,"0.0009"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"DINOPHYCEAE","Peridiniales",2.00,"0.0097"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"DINOPHYCEAE","Prorocentrum",49.00,"0.1465"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",98.00,"0.0078"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",28/6/2021 0:00:00,"OTHER PHYTOPLANKTON","Prasinophytes",147.00,"0.0146"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",,"TOTAL_ALGAE",,2613.00,"0.4105"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",,"TOTAL_POTENTIALLY_TOXIC_BGA",,275.00,"0.0065"
"ALS MELB","21-32332"," 7064965","Tilley U/S Morella",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
